-0.01847713,-0.011050978,4.9831815
0.45008487,-0.28528455,4.9517937
0.0052373298,0.18249965,-5.0984015
1.4918401,4.5709424,1.508938
-4.058121,1.0564163,-2.8637319
2.588694,4.3296766,0.21139598
-4.1182404,2.1124966,1.9625175
3.5599022,-2.6924736,2.1950328
0.048522823,-3.0392754,-4.04308
-0.3457832,2.1987984,-4.5980763
-0.01445438,0.08129676,-5.100307
2.8114924,0.92971295,-4.1335173
-0.0403631,0.072383136,-5.100283
-4.7934127,1.4665979,0.504098
-1.1165384,-4.20081,2.4090958
0.04182327,-0.19074242,4.977939
0.05372798,1.0981983,-4.9866686
-1.2931055,3.03436,-3.8955393
-0.9852294,-0.061266966,-5.003493
0.69798565,-4.9167776,-0.49125144
-1.9408787,2.0339997,4.1428666
1.5325861,-2.1766548,4.194237
-0.07191243,2.513264,4.3285313
-0.3004408,2.687287,-4.3328733
3.1820803,-2.4180243,2.9556863
1.9218464,0.36207354,-4.701648
3.929112,3.0441065,-0.893126
-3.235428,-2.427056,2.9112277
-1.4798954,-0.6854249,4.707683
2.9150078,-0.056668352,-4.156967
-3.34598,3.589174,1.1700213
2.6594608,4.0077786,1.4826075
-0.5024683,0.88370174,4.8867884
0.57404333,-1.9818027,4.52071
2.2488286,-0.49109828,-4.530827
0.25983894,-0.3594321,4.960356
-0.119287364,-0.7892525,-5.0303435
-1.4462277,0.79021275,-4.83071
-0.071523696,-0.8133822,4.910122
-3.8559704,0.34384808,3.170355
-2.6576421,1.2609494,4.0465984
3.2161343,3.7934823,-0.91788465
1.994469,4.6392646,0.17511712
2.8300073,-4.0176835,-0.9129689
2.650923,-3.924453,-1.6316495
0.12075054,2.8091693,-4.2624307
0.21280655,-1.3894377,-4.8873496
-4.1682305,2.2740676,-1.7814238
-1.6514632,-2.3123636,4.0817633
3.841399,2.2587957,-2.4077573
-4.5771956,1.4300524,-1.6261529
3.1573434,-3.0268626,-2.4783864
0.86902833,-4.8198595,0.8757398
2.2775123,3.994715,-2.153256
-4.5942855,1.1396688,-1.7989497
-4.3859353,0.5117012,2.3714602
-0.94625664,-2.4026039,-4.3638086
1.6756054,-4.588978,0.9394041
2.0811088,-4.2587385,-1.6143101
-0.6160988,-0.722249,-5.005024
-3.1853712,3.1684167,-2.3814435
-2.587464,3.7565775,2.132709
-1.3177434,-2.9141717,-3.9207113
-3.384578,-1.2607466,3.4413974
0.003967077,-0.002703614,-5.1003017
2.30257,4.003603,-2.1081305
2.5922976,3.7692342,2.0819278
-1.2591109,2.174598,-4.4464107
-2.854348,0.5979425,-4.1762266
-0.4019047,-0.7381784,-5.0242724
-3.5503464,-3.3442967,1.0684963
4.553715,-2.0573845,-0.21381731
-0.8182576,-0.6607509,4.868023
1.8306508,-4.607568,0.46242192
-0.46518692,0.5574375,4.935509
1.6198539,4.643929,1.1169369
-0.54061925,1.9379839,4.578411
0.63474244,-0.5262338,4.909635
-0.0030721126,0.15243056,4.9821157
2.6911318,-2.5585492,-3.4173183
-4.288413,-2.2330797,-1.3943713
-2.601674,-4.2570443,-0.32514486
-5.02379,-0.27206644,-0.0893558
-2.4082227,1.9982489,-4.0282364
2.6762395,1.126195,4.060115
2.0999658,0.89370316,-4.5532475
0.12580122,0.16039987,-5.097177
1.3105294,4.6062937,1.5687765
2.3552833,-4.3937936,-0.11840912
-1.420041,2.3728294,-4.2928863
3.5143929,2.7036746,-2.4582765
0.9446198,2.7222567,4.094449
1.3918308,-1.6384219,-4.5984077
0.4682441,1.3628584,4.7812443
4.6144104,1.910981,-0.65340614
0.84800214,-4.91092,-0.15562291
-0.8577561,-0.049878635,-5.0273294
-0.9758244,-0.8893937,-4.917921
-0.9077764,1.2568073,-4.866254
0.49169233,0.53127146,-5.0509043
-3.8493683,0.13277186,3.1913853
-0.36481085,0.009295303,4.9707246
-2.1987183,4.1002054,1.9352881
0.55672574,-0.2676619,-5.058912
