-1.3682451,-2.3995526,-31.51015
-1.6669441,-2.7001085,-31.5077
-1.6311321,-0.2732956,-31.513653
-1.351371,-0.38713714,-31.510262
-0.3023962,1.9663863,-31.514233
0.33351058,3.1391888,-31.517323
0.58346784,4.520163,-31.511105
2.5519207,-5.526314,-30.509806
-0.7205998,-4.9056935,-30.514618
-3.4366305,-3.4274416,-30.512106
0.83532804,-4.203667,-30.734682
-6.1122684,-0.8267742,-30.512657
3.9734113,-3.3843465,-30.512358
-4.239473,-1.3093758,-30.505129
-1.872324,-5.882332,-30.506758
1.6387349,-0.6294891,-31.665148
-4.126394,1.7602419,-30.513538
2.3472507,-0.08162894,-30.497906
-1.4854234,1.5163403,-30.436768
-5.454705,1.5666481,-30.50892
3.990557,1.9141747,-30.520191
2.4960597,4.0360513,-30.515638
-3.363829,4.6161613,-30.510107
0.3509447,5.650062,-30.509197
-4.9689937,-6.977752,-29.501593
0.659016,-6.401634,-29.503973
-4.8599343,-6.088059,-29.648739
5.0449257,-6.5976973,-29.374632
6.685117,-4.355431,-29.506975
-6.9071465,-2.3758104,-29.383955
6.9986353,-2.3927746,-30.06324
5.545372,0.55361545,-29.632113
6.8040066,1.2937398,-29.504562
-6.7864966,2.8497841,-29.516281
-6.4740725,4.7435093,-29.511122
7.415125,3.5240216,-29.511396
5.225521,5.077596,-29.522224
-2.4656374,5.4310837,-30.664648
0.6316155,7.504154,-29.612743
-0.819793,-8.78036,-28.551376
-4.2158556,-8.320075,-28.775763
2.5480359,-7.451499,-29.433851
-5.8285933,-7.4462414,-28.442043
8.234562,-4.300706,-29.69528
-7.4065924,-4.402895,-28.495462
-8.988661,-0.47483304,-28.305359
5.7606845,-6.67211,-28.413496
7.6227136,1.587925,-28.50993
-3.8000693,8.078781,-28.509659
-7.638774,3.924923,-29.291445
8.676024,4.64306,-28.469328
4.6983504,6.7703137,-28.32768
-2.0766258,6.9482436,-29.12329
6.7299247,6.679357,-28.51028
0.5809255,8.412235,-28.712503
1.1312819,-10.985308,-27.505854
-1.5012223,-9.426121,-28.494165
2.4806652,-10.509244,-27.386162
3.7191527,-9.59109,-28.001873
6.7825255,-8.291243,-27.480646
-8.396911,-6.4416785,-27.532406
9.821003,-3.142105,-28.735184
-11.202896,-3.4752166,-27.449652
-11.406705,-0.76642,-27.49462
-3.207005,9.160167,-27.7441
10.725387,0.883727,-27.542414
-10.443299,2.5797212,-27.476952
-9.847093,5.5320735,-27.566221
-9.444774,5.2759047,-27.516104
-7.368989,7.6013236,-27.510023
6.912313,8.31656,-27.767445
-3.538767,8.376468,-28.723274
3.6060274,9.56452,-27.510548
-2.563635,-11.571625,-26.509865
2.2305417,-11.649202,-27.280973
-3.2667525,-11.334327,-26.583944
4.808802,-10.243462,-27.63768
7.1601467,-10.20141,-26.515938
8.0853195,-9.750446,-26.511597
